PID    COMM              FD ERR FLAGS    PATH
8808   malicious-prog     4   0 00001101 ./output/423-tc_sample.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/xilinx-v4l2-controls.h
8808   malicious-prog     4   0 00001101 ./output/424-xilinx-v4l2-controls.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_scsi.h
8808   malicious-prog     4   0 00001101 ./output/425-virtio_scsi.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/wimax.h
8808   malicious-prog     4   0 00001101 ./output/426-wimax.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/blkzoned.h
8808   malicious-prog     4   0 00001101 ./output/427-blkzoned.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/psp-sev.h
8808   malicious-prog     4   0 00001101 ./output/428-psp-sev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tipc_netlink.h
8808   malicious-prog     4   0 00001101 ./output/429-tipc_netlink.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dqblk_xfs.h
8808   malicious-prog     4   0 00001101 ./output/430-dqblk_xfs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_eql.h
8808   malicious-prog     4   0 00001101 ./output/431-if_eql.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dcbnl.h
8808   malicious-prog     4   0 00001101 ./output/432-dcbnl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_ipt.h
8808   malicious-prog     4   0 00001101 ./output/433-tc_ipt.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/shm.h
8808   malicious-prog     4   0 00001101 ./output/434-shm.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/vm_sockets.h
8808   malicious-prog     4   0 00001101 ./output/435-vm_sockets.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/wireless.h
8808   malicious-prog     4   0 00001101 ./output/436-wireless.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/bcm933xx_hcs.h
8808   malicious-prog     4   0 00001101 ./output/437-bcm933xx_hcs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/utsname.h
8808   malicious-prog     4   0 00001101 ./output/438-utsname.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/hpet.h
8808   malicious-prog     4   0 00001101 ./output/439-hpet.h
654    irqbalance         6   0 00000000 /proc/interrupts
654    irqbalance         6   0 00000000 /proc/stat
654    irqbalance         6   0 00000000 /proc/irq/20/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/0/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/1/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/8/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/12/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/14/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/15/smp_affinity
8808   malicious-prog     3   0 00000000 /usr/include/linux/affs_hardblocks.h
8808   malicious-prog     4   0 00001101 ./output/440-affs_hardblocks.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/input-event-codes.h
8808   malicious-prog     4   0 00001101 ./output/441-input-event-codes.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_balloon.h
8808   malicious-prog     4   0 00001101 ./output/442-virtio_balloon.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfs4.h
8808   malicious-prog     4   0 00001101 ./output/443-nfs4.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/lightnvm.h
8808   malicious-prog     4   0 00001101 ./output/444-lightnvm.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/rds.h
8808   malicious-prog     4   0 00001101 ./output/445-rds.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_console.h
8808   malicious-prog     4   0 00001101 ./output/446-virtio_console.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv4/ipt_TTL.h
8808   malicious-prog     4   0 00001101 ./output/447-ipt_TTL.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/hsi/hsi_char.h
8808   malicious-prog     4   0 00001101 ./output/448-hsi_char.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/mic_common.h
8808   malicious-prog     4   0 00001101 ./output/449-mic_common.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nfnetlink.h
8808   malicious-prog     4   0 00001101 ./output/450-nfnetlink.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/x_tables.h
8808   malicious-prog     4   0 00001101 ./output/451-x_tables.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
8808   malicious-prog     3   0 00000000 /usr/include/linux/pkt_cls.h
8808   malicious-prog     4   0 00001101 ./output/452-pkt_cls.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/userfaultfd.h
8808   malicious-prog     4   0 00001101 ./output/453-userfaultfd.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_tunnel_key.h
8808   malicious-prog     4   0 00001101 ./output/454-tc_tunnel_key.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/sem.h
8808   malicious-prog     4   0 00001101 ./output/455-sem.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_SYNPROXY.h
8808   malicious-prog     4   0 00001101 ./output/456-xt_SYNPROXY.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/unistd.h
8808   malicious-prog     4   0 00001101 ./output/457-unistd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/hw_breakpoint.h
8808   malicious-prog     4   0 00001101 ./output/458-hw_breakpoint.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nfnetlink_queue.h
8808   malicious-prog     4   0 00001101 ./output/459-nfnetlink_queue.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfsd/nfsfh.h
8808   malicious-prog     4   0 00001101 ./output/460-nfsfh.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dvb/ca.h
8808   malicious-prog     4   0 00001101 ./output/461-ca.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_tun.h
8808   malicious-prog     4   0 00001101 ./output/462-if_tun.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/atmclip.h
8808   malicious-prog     4   0 00001101 ./output/463-atmclip.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fsl_hypervisor.h
8808   malicious-prog     4   0 00001101 ./output/464-fsl_hypervisor.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netdevice.h
8808   malicious-prog     4   0 00001101 ./output/465-netdevice.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/kd.h
8808   malicious-prog     4   0 00001101 ./output/466-kd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/version.h
8808   malicious-prog     4   0 00001101 ./output/467-version.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_arp.h
8808   malicious-prog     4   0 00001101 ./output/468-if_arp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/a.out.h
8808   malicious-prog     4   0 00001101 ./output/469-a.out.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/thermal.h
8808   malicious-prog     4   0 00001101 ./output/470-thermal.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/serial_reg.h
8808   malicious-prog     4   0 00001101 ./output/471-serial_reg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/uio.h
8808   malicious-prog     4   0 00001101 ./output/472-uio.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/radeonfb.h
8808   malicious-prog     4   0 00001101 ./output/473-radeonfb.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/smiapp.h
8808   malicious-prog     4   0 00001101 ./output/474-smiapp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfs_mount.h
8808   malicious-prog     4   0 00001101 ./output/475-nfs_mount.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/sysctl.h
8808   malicious-prog     4   0 00001101 ./output/476-sysctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_tcpmss.h
8808   malicious-prog     4   0 00001101 ./output/477-xt_tcpmss.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fs.h
8808   malicious-prog     4   0 00001101 ./output/478-fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/iso_fs.h
8808   malicious-prog     4   0 00001101 ./output/479-iso_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/bsg.h
8808   malicious-prog     4   0 00001101 ./output/480-bsg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/aspeed-lpc-ctrl.h
8808   malicious-prog     4   0 00001101 ./output/481-aspeed-lpc-ctrl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_pedit.h
8808   malicious-prog     4   0 00001101 ./output/482-tc_pedit.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/i2o-dev.h
8808   malicious-prog     4   0 00001101 ./output/483-i2o-dev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/usb/g_uvc.h
8808   malicious-prog     4   0 00001101 ./output/484-g_uvc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_connlabel.h
8808   malicious-prog     4   0 00001101 ./output/485-xt_connlabel.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/rpmsg.h
8808   malicious-prog     4   0 00001101 ./output/486-rpmsg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/uhid.h
8808   malicious-prog     4   0 00001101 ./output/487-uhid.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/phantom.h
8808   malicious-prog     4   0 00001101 ./output/488-phantom.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ip_vs.h
8808   malicious-prog     4   0 00001101 ./output/489-ip_vs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_cpu.h
8808   malicious-prog     4   0 00001101 ./output/490-xt_cpu.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fadvise.h
8808   malicious-prog     4   0 00001101 ./output/491-fadvise.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/msg.h
8808   malicious-prog     4   0 00001101 ./output/492-msg.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/atmmpc.h
8808   malicious-prog     4   0 00001101 ./output/493-atmmpc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_addrlabel.h
8808   malicious-prog     4   0 00001101 ./output/494-if_addrlabel.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/vhost_types.h
8808   malicious-prog     4   0 00001101 ./output/495-vhost_types.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfs_idmap.h
8808   malicious-prog     4   0 00001101 ./output/496-nfs_idmap.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/udp.h
8808   malicious-prog     4   0 00001101 ./output/497-udp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/ipset/ip_set.h
8808   malicious-prog     4   0 00001101 ./output/498-ip_set.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
8808   malicious-prog     3   0 00000000 /usr/include/linux/rseq.h
8808   malicious-prog     4   0 00001101 ./output/499-rseq.h
1      systemd           24   0 02000000 /proc/616/cgroup
1      systemd           24   0 02000000 /proc/615/cgroup
8808   malicious-prog     3   0 00000000 /usr/include/linux/dqblk_xfs.h
8808   malicious-prog     4   0 00001101 ./output/500-dqblk_xfs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/mpls.h
8808   malicious-prog     4   0 00001101 ./output/501-mpls.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/atm_he.h
8808   malicious-prog     4   0 00001101 ./output/502-atm_he.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter.h
8808   malicious-prog     4   0 00001101 ./output/503-netfilter.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/stat.h
8808   malicious-prog     4   0 00001101 ./output/504-stat.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fscrypt.h
8808   malicious-prog     4   0 00001101 ./output/505-fscrypt.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nilfs2_api.h
8808   malicious-prog     4   0 00001101 ./output/506-nilfs2_api.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_bonding.h
8808   malicious-prog     4   0 00001101 ./output/507-if_bonding.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ppp_defs.h
8808   malicious-prog     4   0 00001101 ./output/508-ppp_defs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/atm_idt77105.h
8808   malicious-prog     4   0 00001101 ./output/509-atm_idt77105.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/rio_cm_cdev.h
8808   malicious-prog     4   0 00001101 ./output/510-rio_cm_cdev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/serial_core.h
8808   malicious-prog     4   0 00001101 ./output/511-serial_core.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/spi/spidev.h
8808   malicious-prog     4   0 00001101 ./output/512-spidev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/atmclip.h
8808   malicious-prog     4   0 00001101 ./output/513-atmclip.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/net.h
8808   malicious-prog     4   0 00001101 ./output/514-net.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_frag.h
8808   malicious-prog     4   0 00001101 ./output/515-ip6t_frag.h
1890   gsd-color         15   0 00000000 /etc/localtime
1890   gsd-color         15   0 00000000 /etc/localtime
8808   malicious-prog     3   0 00000000 /usr/include/linux/cdrom.h
8808   malicious-prog     4   0 00001101 ./output/516-cdrom.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fiemap.h
8808   malicious-prog     4   0 00001101 ./output/517-fiemap.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/personality.h
8808   malicious-prog     4   0 00001101 ./output/518-personality.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_gpu.h
8808   malicious-prog     4   0 00001101 ./output/519-virtio_gpu.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/aspeed-p2a-ctrl.h
8808   malicious-prog     4   0 00001101 ./output/520-aspeed-p2a-ctrl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/gsmmux.h
8808   malicious-prog     4   0 00001101 ./output/521-gsmmux.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nfnetlink_conntrack.h
8808   malicious-prog     4   0 00001101 ./output/522-nfnetlink_conntrack.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/elf-fdpic.h
8808   malicious-prog     4   0 00001101 ./output/523-elf-fdpic.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ivtv.h
8808   malicious-prog     4   0 00001101 ./output/524-ivtv.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_cgroup.h
8808   malicious-prog     4   0 00001101 ./output/525-xt_cgroup.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/lightnvm.h
8808   malicious-prog     4   0 00001101 ./output/526-lightnvm.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nvram.h
8808   malicious-prog     4   0 00001101 ./output/527-nvram.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nf_tables_compat.h
8808   malicious-prog     4   0 00001101 ./output/528-nf_tables_compat.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/thermal.h
8808   malicious-prog     4   0 00001101 ./output/529-thermal.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/auto_dev-ioctl.h
8808   malicious-prog     4   0 00001101 ./output/530-auto_dev-ioctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nilfs2_api.h
8808   malicious-prog     4   0 00001101 ./output/531-nilfs2_api.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/errno.h
8808   malicious-prog     4   0 00001101 ./output/532-errno.h
654    irqbalance         6   0 00000000 /proc/interrupts
654    irqbalance         6   0 00000000 /proc/stat
654    irqbalance         6   0 00000000 /proc/irq/20/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/0/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/1/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/8/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/12/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/14/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/15/smp_affinity
8808   malicious-prog     3   0 00000000 /usr/include/linux/raid/md_p.h
8808   malicious-prog     4   0 00001101 ./output/533-md_p.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/b1lli.h
8808   malicious-prog     4   0 00001101 ./output/534-b1lli.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_hashlimit.h
8808   malicious-prog     4   0 00001101 ./output/535-xt_hashlimit.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ax25.h
8808   malicious-prog     4   0 00001101 ./output/536-ax25.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ax25.h
8808   malicious-prog     4   0 00001101 ./output/537-ax25.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dlm_netlink.h
8808   malicious-prog     4   0 00001101 ./output/538-dlm_netlink.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/atmmpc.h
8808   malicious-prog     4   0 00001101 ./output/539-atmmpc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/vsockmon.h
8808   malicious-prog     4   0 00001101 ./output/540-vsockmon.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_iprange.h
8808   malicious-prog     4   0 00001101 ./output/541-xt_iprange.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/map_to_7segment.h
8808   malicious-prog     4   0 00001101 ./output/542-map_to_7segment.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fsl_hypervisor.h
8808   malicious-prog     4   0 00001101 ./output/543-fsl_hypervisor.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/cdrom.h
8808   malicious-prog     4   0 00001101 ./output/544-cdrom.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/vt.h
8808   malicious-prog     4   0 00001101 ./output/545-vt.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/in.h
8808   malicious-prog     4   0 00001101 ./output/546-in.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nf_synproxy.h
8808   malicious-prog     4   0 00001101 ./output/547-nf_synproxy.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/termios.h
8808   malicious-prog     4   0 00001101 ./output/548-termios.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/route.h
8808   malicious-prog     4   0 00001101 ./output/549-route.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dcbnl.h
8808   malicious-prog     4   0 00001101 ./output/550-dcbnl.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/x_tables.h
8808   malicious-prog     4   0 00001101 ./output/551-x_tables.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/capi.h
8808   malicious-prog     4   0 00001101 ./output/552-capi.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/psp-sev.h
8808   malicious-prog     4   0 00001101 ./output/553-psp-sev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/memfd.h
8808   malicious-prog     4   0 00001101 ./output/554-memfd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dccp.h
8808   malicious-prog     4   0 00001101 ./output/555-dccp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/apm_bios.h
8808   malicious-prog     4   0 00001101 ./output/556-apm_bios.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nexthop.h
8808   malicious-prog     4   0 00001101 ./output/557-nexthop.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/cciss_defs.h
8808   malicious-prog     4   0 00001101 ./output/558-cciss_defs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/mmtimer.h
8808   malicious-prog     4   0 00001101 ./output/559-mmtimer.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_ct.h
8808   malicious-prog     4   0 00001101 ./output/560-tc_ct.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/lightnvm.h
8808   malicious-prog     4   0 00001101 ./output/561-lightnvm.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ndctl.h
8808   malicious-prog     4   0 00001101 ./output/562-ndctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nilfs2_api.h
8808   malicious-prog     4   0 00001101 ./output/563-nilfs2_api.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/v4l2-subdev.h
8808   malicious-prog     4   0 00001101 ./output/564-v4l2-subdev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/reiserfs_fs.h
8808   malicious-prog     4   0 00001101 ./output/565-reiserfs_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_ct.h
8808   malicious-prog     4   0 00001101 ./output/566-tc_ct.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_frad.h
8808   malicious-prog     4   0 00001101 ./output/567-if_frad.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_CHECKSUM.h
8808   malicious-prog     4   0 00001101 ./output/568-xt_CHECKSUM.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tipc_netlink.h
8808   malicious-prog     4   0 00001101 ./output/569-tipc_netlink.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/wait.h
8808   malicious-prog     4   0 00001101 ./output/570-wait.h
1795   gnome-shell       23   0 00000000 /proc/self/stat
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_alg.h
8808   malicious-prog     4   0 00001101 ./output/571-if_alg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/jffs2.h
8808   malicious-prog     4   0 00001101 ./output/572-jffs2.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/mdio.h
8808   malicious-prog     4   0 00001101 ./output/573-mdio.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ioctl.h
8808   malicious-prog     4   0 00001101 ./output/574-ioctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/pg.h
8808   malicious-prog     4   0 00001101 ./output/575-pg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dvb/audio.h
8808   malicious-prog     4   0 00001101 ./output/576-audio.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_NPT.h
8808   malicious-prog     4   0 00001101 ./output/577-ip6t_NPT.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_ipv6header.h
8808   malicious-prog     4   0 00001101 ./output/578-ip6t_ipv6header.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/gigaset_dev.h
8808   malicious-prog     4   0 00001101 ./output/579-gigaset_dev.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/i2c.h
8808   malicious-prog     4   0 00001101 ./output/580-i2c.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dvb/audio.h
8808   malicious-prog     4   0 00001101 ./output/581-audio.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/romfs_fs.h
8808   malicious-prog     4   0 00001101 ./output/582-romfs_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_HL.h
8808   malicious-prog     4   0 00001101 ./output/583-ip6t_HL.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/hid.h
8808   malicious-prog     4   0 00001101 ./output/584-hid.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/stat.h
8808   malicious-prog     4   0 00001101 ./output/585-stat.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ptp_clock.h
8808   malicious-prog     4   0 00001101 ./output/586-ptp_clock.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/signalfd.h
8808   malicious-prog     4   0 00001101 ./output/587-signalfd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/const.h
8808   malicious-prog     4   0 00001101 ./output/588-const.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ptp_clock.h
8808   malicious-prog     4   0 00001101 ./output/589-ptp_clock.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/ipsec.h
8808   malicious-prog     4   0 00001101 ./output/590-ipsec.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nf_tables_compat.h
8808   malicious-prog     4   0 00001101 ./output/591-nf_tables_compat.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_gpu.h
8808   malicious-prog     4   0 00001101 ./output/592-virtio_gpu.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dvb/audio.h
8808   malicious-prog     4   0 00001101 ./output/593-audio.h
