level,parent,Topic / Item,Count,Average,Min Val,Max Val,Rate (ms),Percent,Burst Rate,Burst Start
1,/Destination IPv4 Addresses,5.88.172.91,30,,,,0,0.00%,0.02,301004.979
1,/Destination IPv4 Addresses,50.35.173.178,30,,,,0,0.00%,0.02,271139.742
1,/Destination IPv4 Addresses,52.172.158.43,30,,,,0,0.00%,0.04,381614.634
1,/Destination IPv4 Addresses,52.172.183.252,30,,,,0,0.00%,0.03,330270.187
1,/Destination IPv4 Addresses,58.10.223.200,30,,,,0,0.00%,0.05,1050253.48
1,/Destination IPv4 Addresses,58.181.51.189,30,,,,0,0.00%,0.02,382898.429
1,/Destination IPv4 Addresses,58.181.51.190,30,,,,0,0.00%,0.02,51751.494
1,/Destination IPv4 Addresses,58.19.205.222,30,,,,0,0.00%,0.02,73529.545
1,/Destination IPv4 Addresses,58.248.172.22,30,,,,0,0.00%,0.02,1179610.751
1,/Destination IPv4 Addresses,58.26.233.149,30,,,,0,0.00%,0.07,1251347.946
1,/Destination IPv4 Addresses,59.52.128.91,30,,,,0,0.00%,0.04,965468.526
1,/Destination IPv4 Addresses,60.54.120.70,30,,,,0,0.00%,0.07,662578.468
1,/Destination IPv4 Addresses,61.126.187.219,30,,,,0,0.00%,0.03,612574.412
1,/Destination IPv4 Addresses,61.14.208.253,30,,,,0,0.00%,0.02,310711.196
1,/Destination IPv4 Addresses,61.147.171.46,30,,,,0,0.00%,0.02,163254.455
1,/Destination IPv4 Addresses,62.210.36.181,30,,,,0,0.00%,0.02,92782.583
1,/Destination IPv4 Addresses,62.215.59.42,30,,,,0,0.00%,0.02,745522.805
1,/Destination IPv4 Addresses,69.172.87.212,30,,,,0,0.00%,0.04,645229.974
1,/Destination IPv4 Addresses,70.127.10.41,30,,,,0,0.00%,0.02,819210.586
1,/Destination IPv4 Addresses,70.89.191.58,30,,,,0,0.00%,0.02,527590.437
1,/Destination IPv4 Addresses,73.136.58.231,30,,,,0,0.00%,0.05,432161.109
1,/Destination IPv4 Addresses,74.219.121.230,30,,,,0,0.00%,0.02,178987.193
1,/Destination IPv4 Addresses,81.248.8.56,30,,,,0,0.00%,0.02,75202.907
1,/Destination IPv4 Addresses,82.99.219.178,30,,,,0,0.00%,0.02,352485.573
1,/Destination IPv4 Addresses,88.201.64.173,30,,,,0,0.00%,0.02,424625.281
1,/Destination IPv4 Addresses,92.222.40.57,30,,,,0,0.00%,0.02,1090267.98
1,/Destination IPv4 Addresses,95.215.60.198,30,,,,0,0.00%,0.02,1993043.965
1,/Destination IPv4 Addresses,101.100.148.143,29,,,,0,0.00%,0.02,725784.869
1,/Destination IPv4 Addresses,123.206.230.11,29,,,,0,0.00%,0.02,57607.087
1,/Destination IPv4 Addresses,124.172.243.94,29,,,,0,0.00%,0.02,1176933.491
1,/Destination IPv4 Addresses,139.199.25.81,29,,,,0,0.00%,0.03,137132.415
1,/Destination IPv4 Addresses,168.0.118.100,29,,,,0,0.00%,0.02,457180.586
1,/Destination IPv4 Addresses,180.167.9.210,29,,,,0,0.00%,0.04,1113559.78
1,/Destination IPv4 Addresses,221.231.140.171,29,,,,0,0.00%,0.02,951483.147
1,/Destination IPv4 Addresses,222.103.136.111,29,,,,0,0.00%,0.02,2095485.218
1,/Destination IPv4 Addresses,223.198.4.85,29,,,,0,0.00%,0.02,604823.677
1,/Destination IPv4 Addresses,36.24.127.55,29,,,,0,0.00%,0.03,867221.706
1,/Destination IPv4 Addresses,5.158.49.167,29,,,,0,0.00%,0.04,612304.811
1,/Destination IPv4 Addresses,52.233.29.114,29,,,,0,0.00%,0.02,126842.741
1,/Destination IPv4 Addresses,62.232.118.202,29,,,,0,0.00%,0.02,735212.418
1,/Destination IPv4 Addresses,93.174.95.106,29,,,,0,0.00%,0.02,77135.777
1,/Destination IPv4 Addresses,96.28.83.67,29,,,,0,0.00%,0.04,1137571.695
1,/Destination IPv4 Addresses,103.60.9.13,28,,,,0,0.00%,0.01,659384.404
1,/Destination IPv4 Addresses,104.52.24.81,28,,,,0,0.00%,0.02,852658.539
1,/Destination IPv4 Addresses,111.11.181.135,28,,,,0,0.00%,0.03,154141.39
1,/Destination IPv4 Addresses,113.29.230.51,28,,,,0,0.00%,0.01,659529.523
1,/Destination IPv4 Addresses,116.226.209.240,28,,,,0,0.00%,0.02,932553.274
1,/Destination IPv4 Addresses,117.68.226.242,28,,,,0,0.00%,0.02,562120.601
1,/Destination IPv4 Addresses,121.227.190.126,28,,,,0,0.00%,0.02,2199619.694
1,/Destination IPv4 Addresses,123.206.215.159,28,,,,0,0.00%,0.03,1215361.586
1,/Destination IPv4 Addresses,123.207.252.197,28,,,,0,0.00%,0.04,1080484.403
1,/Destination IPv4 Addresses,13.92.248.235,28,,,,0,0.00%,0.02,790276.228
1,/Destination IPv4 Addresses,141.212.122.176,28,,,,0,0.00%,0.02,1172713.534
1,/Destination IPv4 Addresses,155.133.82.178,28,,,,0,0.00%,0.02,1201810.618
1,/Destination IPv4 Addresses,174.3.58.251,28,,,,0,0.00%,0.02,775360.279
1,/Destination IPv4 Addresses,177.86.116.70,28,,,,0,0.00%,0.02,467636.533
1,/Destination IPv4 Addresses,179.184.37.124,28,,,,0,0.00%,0.02,1304379.59
1,/Destination IPv4 Addresses,179.52.158.89,28,,,,0,0.00%,0.04,1276243.565
1,/Destination IPv4 Addresses,180.151.39.210,28,,,,0,0.00%,0.03,941588.888
1,/Destination IPv4 Addresses,182.93.95.180,28,,,,0,0.00%,0.03,2062292.94
1,/Destination IPv4 Addresses,185.102.219.73,28,,,,0,0.00%,0.01,659485.228
1,/Destination IPv4 Addresses,185.152.64.149,28,,,,0,0.00%,0.01,659737.818
1,/Destination IPv4 Addresses,185.152.66.70,28,,,,0,0.00%,0.01,659307.256
1,/Destination IPv4 Addresses,185.152.67.56,28,,,,0,0.00%,0.01,659307.747
1,/Destination IPv4 Addresses,185.180.12.20,28,,,,0,0.00%,0.01,659815.925
1,/Destination IPv4 Addresses,185.59.221.193,28,,,,0,0.00%,0.01,659381.812
1,/Destination IPv4 Addresses,185.59.222.157,28,,,,0,0.00%,0.01,659370.296
1,/Destination IPv4 Addresses,185.59.223.3,28,,,,0,0.00%,0.01,659425.84
1,/Destination IPv4 Addresses,185.63.100.6,28,,,,0,0.00%,0.02,1015087.521
1,/Destination IPv4 Addresses,185.76.8.6,28,,,,0,0.00%,0.01,659695.984
1,/Destination IPv4 Addresses,185.76.9.139,28,,,,0,0.00%,0.01,659409.698
1,/Destination IPv4 Addresses,185.87.26.38,28,,,,0,0.00%,0.01,660226.317
1,/Destination IPv4 Addresses,185.93.1.70,28,,,,0,0.00%,0.01,659407.247
1,/Destination IPv4 Addresses,185.93.2.218,28,,,,0,0.00%,0.01,659383.562
1,/Destination IPv4 Addresses,185.93.3.53,28,,,,0,0.00%,0.01,659486.134
1,/Destination IPv4 Addresses,187.12.219.98,28,,,,0,0.00%,0.02,779714.431
1,/Destination IPv4 Addresses,188.172.202.25,28,,,,0,0.00%,0.01,659895.806
1,/Destination IPv4 Addresses,189.1.36.29,28,,,,0,0.00%,0.01,659669.169
1,/Destination IPv4 Addresses,191.209.54.56,28,,,,0,0.00%,0.02,1401838.377
1,/Destination IPv4 Addresses,195.181.162.197,28,,,,0,0.00%,0.01,659382.819
1,/Destination IPv4 Addresses,200.155.56.73,28,,,,0,0.00%,0.02,1105707.168
1,/Destination IPv4 Addresses,202.28.37.18,28,,,,0,0.00%,0.03,258794.315
1,/Destination IPv4 Addresses,202.73.44.251,28,,,,0,0.00%,0.07,1114226.954
1,/Destination IPv4 Addresses,203.174.85.38,28,,,,0,0.00%,0.01,659799.7
1,/Destination IPv4 Addresses,204.187.101.133,28,,,,0,0.00%,0.01,659848.011
1,/Destination IPv4 Addresses,213.80.248.78,28,,,,0,0.00%,0.02,1049521.369
1,/Destination IPv4 Addresses,218.84.31.197,28,,,,0,0.00%,0.03,96505.812
1,/Destination IPv4 Addresses,221.161.235.169,28,,,,0,0.00%,0.02,1018683.501
1,/Destination IPv4 Addresses,221.176.52.21,28,,,,0,0.00%,0.03,875843.706
1,/Destination IPv4 Addresses,222.124.153.90,28,,,,0,0.00%,0.04,872616.586
1,/Destination IPv4 Addresses,31.13.63.68,28,,,,0,0.00%,0.02,790411.322
1,/Destination IPv4 Addresses,37.252.251.44,28,,,,0,0.00%,0.01,659581.096
1,/Destination IPv4 Addresses,43.245.63.38,28,,,,0,0.00%,0.01,659670.592
1,/Destination IPv4 Addresses,43.252.91.151,28,,,,0,0.00%,0.01,659524.385
1,/Destination IPv4 Addresses,45.112.246.12,28,,,,0,0.00%,0.01,659720.007
1,/Destination IPv4 Addresses,45.7.200.2,28,,,,0,0.00%,0.02,1070947.602
1,/Destination IPv4 Addresses,54.65.219.86,28,,,,0,0.00%,0.03,1058671.488
1,/Destination IPv4 Addresses,58.87.72.73,28,,,,0,0.00%,0.02,2347271.264
1,/Destination IPv4 Addresses,62.210.206.128,28,,,,0,0.00%,0.02,857507.624
1,/Destination IPv4 Addresses,78.119.33.252,28,,,,0,0.00%,0.04,2478812.472
1,/Destination IPv4 Addresses,82.231.24.60,28,,,,0,0.00%,0.04,1491456.966
1,/Destination IPv4 Addresses,87.245.204.18,28,,,,0,0.00%,0.01,660112.833
1,/Destination IPv4 Addresses,88.121.95.17,28,,,,0,0.00%,0.04,1097473.091
1,/Destination IPv4 Addresses,88.190.183.18,28,,,,0,0.00%,0.06,1077322.63
1,/Destination IPv4 Addresses,91.239.235.24,28,,,,0,0.00%,0.01,659833.53
1,/Destination IPv4 Addresses,96.57.82.166,28,,,,0,0.00%,0.02,1180426.878
1,/Destination IPv4 Addresses,110.169.107.217,27,,,,0,0.00%,0.03,176323.904
1,/Destination IPv4 Addresses,121.14.212.10,27,,,,0,0.00%,0.02,1514583.29
1,/Destination IPv4 Addresses,123.206.226.149,27,,,,0,0.00%,0.02,218399.306
1,/Destination IPv4 Addresses,139.220.243.75,27,,,,0,0.00%,0.01,659308.086
1,/Destination IPv4 Addresses,14.106.114.7,27,,,,0,0.00%,0.02,2265497.152
1,/Destination IPv4 Addresses,180.170.42.156,27,,,,0,0.00%,0.02,49855.139
1,/Destination IPv4 Addresses,183.136.188.116,27,,,,0,0.00%,0.02,876659.187
1,/Destination IPv4 Addresses,217.146.28.44,27,,,,0,0.00%,0.01,659668.124
1,/Destination IPv4 Addresses,223.206.60.120,27,,,,0,0.00%,0.1,1012137.962
1,/Destination IPv4 Addresses,45.33.15.6,27,,,,0,0.00%,0.03,2162635.95
1,/Destination IPv4 Addresses,45.55.207.53,27,,,,0,0.00%,0.02,2526495.586
1,/Destination IPv4 Addresses,50.41.246.70,27,,,,0,0.00%,0.02,252226.398
1,/Destination IPv4 Addresses,61.144.106.85,27,,,,0,0.00%,0.02,2333922.748
1,/Destination IPv4 Addresses,62.198.240.107,27,,,,0,0.00%,0.02,148931.246
1,/Destination IPv4 Addresses,73.205.138.92,27,,,,0,0.00%,0.02,67488.114
1,/Destination IPv4 Addresses,78.147.17.253,27,,,,0,0.00%,0.03,599703.373
1,/Destination IPv4 Addresses,83.234.11.186,27,,,,0,0.00%,0.02,1214783.798
1,/Destination IPv4 Addresses,88.124.126.10,27,,,,0,0.00%,0.04,2370235.782
1,/Destination IPv4 Addresses,91.134.143.50,27,,,,0,0.00%,0.02,220020.334
1,/Destination IPv4 Addresses,103.78.132.3,26,,,,0,0.00%,0.02,2081819.7
1,/Destination IPv4 Addresses,112.215.113.10,26,,,,0,0.00%,0.04,1161833.831
1,/Destination IPv4 Addresses,112.26.124.34,26,,,,0,0.00%,0.03,607131.857
1,/Destination IPv4 Addresses,121.124.124.207,26,,,,0,0.00%,0.03,1911078.433
1,/Destination IPv4 Addresses,123.103.4.100,26,,,,0,0.00%,0.03,450927.778
1,/Destination IPv4 Addresses,125.212.207.205,26,,,,0,0.00%,0.04,519917.239
1,/Destination IPv4 Addresses,125.212.217.215,26,,,,0,0.00%,0.03,89540.717
1,/Destination IPv4 Addresses,140.143.183.19,26,,,,0,0.00%,0.02,803759.3
1,/Destination IPv4 Addresses,144.217.160.81,26,,,,0,0.00%,0.03,2234439.114
1,/Destination IPv4 Addresses,144.217.89.106,26,,,,0,0.00%,0.03,2069990.586
1,/Destination IPv4 Addresses,163.172.11.144,26,,,,0,0.00%,0.02,1956171.076
1,/Destination IPv4 Addresses,164.132.194.98,26,,,,0,0.00%,0.03,2554817.441
1,/Destination IPv4 Addresses,171.220.218.199,26,,,,0,0.00%,0.02,1341211.08
1,/Destination IPv4 Addresses,177.204.155.123,26,,,,0,0.00%,0.03,2170347.104
1,/Destination IPv4 Addresses,177.71.73.98,26,,,,0,0.00%,0.03,2117909.519
1,/Destination IPv4 Addresses,180.101.145.109,26,,,,0,0.00%,0.02,824206.086
1,/Destination IPv4 Addresses,182.254.130.32,26,,,,0,0.00%,0.03,408077.845
1,/Destination IPv4 Addresses,188.142.151.6,26,,,,0,0.00%,0.02,1069723.948
1,/Destination IPv4 Addresses,190.210.142.45,26,,,,0,0.00%,0.02,312979.676
1,/Destination IPv4 Addresses,192.118.32.6,26,,,,0,0.00%,0.02,2092312.797
1,/Destination IPv4 Addresses,201.249.87.148,26,,,,0,0.00%,0.02,1966255.536
1,/Destination IPv4 Addresses,205.209.159.79,26,,,,0,0.00%,0.02,1159986.416
1,/Destination IPv4 Addresses,210.183.236.155,26,,,,0,0.00%,0.02,1906350.585
1,/Destination IPv4 Addresses,211.110.140.241,26,,,,0,0.00%,0.04,1954698.824
1,/Destination IPv4 Addresses,211.115.217.69,26,,,,0,0.00%,0.03,2228241.716
1,/Destination IPv4 Addresses,211.219.114.47,26,,,,0,0.00%,0.02,2029132.497
1,/Destination IPv4 Addresses,213.136.89.142,26,,,,0,0.00%,0.02,2154863.287
1,/Destination IPv4 Addresses,213.186.34.134,26,,,,0,0.00%,0.02,2076418.128
1,/Destination IPv4 Addresses,213.32.20.27,26,,,,0,0.00%,0.02,2136187.368
1,/Destination IPv4 Addresses,217.182.204.217,26,,,,0,0.00%,0.03,2282965.86
1,/Destination IPv4 Addresses,220.133.24.106,26,,,,0,0.00%,0.03,1903714.847
1,/Destination IPv4 Addresses,222.103.135.219,26,,,,0,0.00%,0.03,2439361.471
1,/Destination IPv4 Addresses,222.239.97.173,26,,,,0,0.00%,0.03,1119083.933
1,/Destination IPv4 Addresses,223.111.180.80,26,,,,0,0.00%,0.03,557741.848
1,/Destination IPv4 Addresses,37.187.76.95,26,,,,0,0.00%,0.02,1920946.645
1,/Destination IPv4 Addresses,37.59.25.86,26,,,,0,0.00%,0.03,1611245.242
1,/Destination IPv4 Addresses,42.115.91.28,26,,,,0,0.00%,0.04,130841.696
1,/Destination IPv4 Addresses,46.124.118.199,26,,,,0,0.00%,0.04,2404952.82
1,/Destination IPv4 Addresses,52.187.172.118,26,,,,0,0.00%,0.07,2544410.188
1,/Destination IPv4 Addresses,58.250.250.144,26,,,,0,0.00%,0.03,1140336.872
1,/Destination IPv4 Addresses,58.30.26.15,26,,,,0,0.00%,0.02,1103231.039
1,/Destination IPv4 Addresses,58.64.178.151,26,,,,0,0.00%,0.04,402768.783
1,/Destination IPv4 Addresses,61.50.120.6,26,,,,0,0.00%,0.03,133203.993
1,/Destination IPv4 Addresses,66.180.20.28,26,,,,0,0.00%,0.02,1974326.232
1,/Destination IPv4 Addresses,69.163.90.36,26,,,,0,0.00%,0.02,2457553.09
1,/Destination IPv4 Addresses,70.39.99.23,26,,,,0,0.00%,0.02,571598.379
1,/Destination IPv4 Addresses,75.9.60.233,26,,,,0,0.00%,0.05,914802.461
1,/Destination IPv4 Addresses,82.11.200.187,26,,,,0,0.00%,0.02,203537.996
1,/Destination IPv4 Addresses,91.121.73.12,26,,,,0,0.00%,0.03,22509.052
1,/Destination IPv4 Addresses,94.103.34.123,26,,,,0,0.00%,0.01,659910.31
1,/Destination IPv4 Addresses,98.144.71.108,26,,,,0,0.00%,0.05,472178.933
1,/Destination IPv4 Addresses,106.74.112.20,25,,,,0,0.00%,0.02,577512.071
1,/Destination IPv4 Addresses,117.131.33.213,25,,,,0,0.00%,0.02,877025.925
1,/Destination IPv4 Addresses,118.182.118.230,25,,,,0,0.00%,0.02,1769503.004
1,/Destination IPv4 Addresses,123.207.244.139,25,,,,0,0.00%,0.03,1125608.406
1,/Destination IPv4 Addresses,123.207.66.50,25,,,,0,0.00%,0.02,710667.499
1,/Destination IPv4 Addresses,124.76.61.111,25,,,,0,0.00%,0.03,1903538.206
1,/Destination IPv4 Addresses,139.199.8.208,25,,,,0,0.00%,0.02,881119.598
1,/Destination IPv4 Addresses,139.60.160.135,25,,,,0,0.00%,0.02,499356.285
1,/Destination IPv4 Addresses,14.202.251.129,25,,,,0,0.00%,0.04,1594199.781
1,/Destination IPv4 Addresses,182.139.134.100,25,,,,0,0.00%,0.02,826200.122
1,/Destination IPv4 Addresses,183.129.160.229,25,,,,0,0.00%,0.02,16376.627
1,/Destination IPv4 Addresses,185.165.29.57,25,,,,0,0.00%,0.02,283028.003
1,/Destination IPv4 Addresses,189.240.205.35,25,,,,0,0.00%,0.04,915733.869
1,/Destination IPv4 Addresses,219.144.95.12,25,,,,0,0.00%,0.03,913394.436
1,/Destination IPv4 Addresses,58.214.236.155,25,,,,0,0.00%,0.04,848810.048
1,/Destination IPv4 Addresses,62.195.14.204,25,,,,0,0.00%,0.02,972556.407
1,/Destination IPv4 Addresses,66.240.219.146,25,,,,0,0.00%,0.03,322462.118
1,/Destination IPv4 Addresses,72.54.140.88,25,,,,0,0.00%,0.02,2346574.737
1,/Destination IPv4 Addresses,80.136.219.4,25,,,,0,0.00%,0.04,1294616.175
1,/Destination IPv4 Addresses,91.64.183.42,25,,,,0,0.00%,0.04,1375142.984
1,/Destination IPv4 Addresses,99.70.229.235,25,,,,0,0.00%,0.05,48898.638
1,/Destination IPv4 Addresses,103.212.222.138,24,,,,0,0.00%,0.01,229716.485
1,/Destination IPv4 Addresses,104.236.129.67,24,,,,0,0.00%,0.02,840808.663
1,/Destination IPv4 Addresses,105.186.173.214,24,,,,0,0.00%,0.02,1584833.979
1,/Destination IPv4 Addresses,106.40.146.17,24,,,,0,0.00%,0.01,398572.501
1,/Destination IPv4 Addresses,113.108.9.83,24,,,,0,0.00%,0.02,979538.724
1,/Destination IPv4 Addresses,113.122.49.199,24,,,,0,0.00%,0.02,1611560.918
1,/Destination IPv4 Addresses,114.33.218.169,24,,,,0,0.00%,0.02,6601.652
1,/Destination IPv4 Addresses,118.241.194.92,24,,,,0,0.00%,0.05,2137600.558
1,/Destination IPv4 Addresses,118.89.142.148,24,,,,0,0.00%,0.03,416259.893
1,/Destination IPv4 Addresses,118.89.56.94,24,,,,0,0.00%,0.03,279283.987
1,/Destination IPv4 Addresses,119.29.72.91,24,,,,0,0.00%,0.03,81845.019
1,/Destination IPv4 Addresses,121.215.153.94,24,,,,0,0.00%,0.03,1813714.681
1,/Destination IPv4 Addresses,123.169.203.172,24,,,,0,0.00%,0.02,1658998.24
1,/Destination IPv4 Addresses,123.244.9.46,24,,,,0,0.00%,0.02,754928.147
1,/Destination IPv4 Addresses,13.88.216.122,24,,,,0,0.00%,0.04,1186216.969
1,/Destination IPv4 Addresses,139.199.174.32,24,,,,0,0.00%,0.02,79603.67
1,/Destination IPv4 Addresses,143.208.26.191,24,,,,0,0.00%,0.02,2135506.631
1,/Destination IPv4 Addresses,148.72.246.100,24,,,,0,0.00%,0.07,825263.561
1,/Destination IPv4 Addresses,164.52.0.136,24,,,,0,0.00%,0.03,1697971.793
1,/Destination IPv4 Addresses,176.126.252.12,24,,,,0,0.00%,0.02,345289.942
1,/Destination IPv4 Addresses,183.57.72.60,24,,,,0,0.00%,0.03,1081192.415
1,/Destination IPv4 Addresses,185.100.87.206,24,,,,0,0.00%,0.02,433343.394
1,/Destination IPv4 Addresses,187.55.144.173,24,,,,0,0.00%,0.03,672081.433
1,/Destination IPv4 Addresses,204.188.251.130,24,,,,0,0.00%,0.01,571126.894
1,/Destination IPv4 Addresses,207.244.70.35,24,,,,0,0.00%,0.02,521397.727
1,/Destination IPv4 Addresses,211.83.242.105,24,,,,0,0.00%,0.02,1956388.889
1,/Destination IPv4 Addresses,213.133.99.75,24,,,,0,0.00%,0.02,568174.108
1,/Destination IPv4 Addresses,220.135.92.5,24,,,,0,0.00%,0.02,208666.545
1,/Destination IPv4 Addresses,220.76.249.238,24,,,,0,0.00%,0.04,2362999.119
1,/Destination IPv4 Addresses,5.39.218.19,24,,,,0,0.00%,0.01,890732.506
1,/Destination IPv4 Addresses,58.242.83.25,24,,,,0,0.00%,0.02,940861.061
1,/Destination IPv4 Addresses,59.46.58.182,24,,,,0,0.00%,0.02,1033358.044
1,/Destination IPv4 Addresses,78.116.236.6,24,,,,0,0.00%,0.04,45624.317
1,/Destination IPv4 Addresses,78.189.23.78,24,,,,0,0.00%,0.02,811809.2
1,/Destination IPv4 Addresses,80.211.160.168,24,,,,0,0.00%,0.01,160447.085
1,/Destination IPv4 Addresses,80.211.165.248,24,,,,0,0.00%,0.01,826331.281
1,/Destination IPv4 Addresses,82.200.212.114,24,,,,0,0.00%,0.03,989452.649
1,/Destination IPv4 Addresses,82.212.107.45,24,,,,0,0.00%,0.02,667063.822
1,/Destination IPv4 Addresses,82.224.56.93,24,,,,0,0.00%,0.04,2316143.005
1,/Destination IPv4 Addresses,96.68.104.66,24,,,,0,0.00%,0.03,633170.312
1,/Destination IPv4 Addresses,1.34.233.164,23,,,,0,0.00%,0.02,83398.754
1,/Destination IPv4 Addresses,116.227.137.114,23,,,,0,0.00%,0.02,2477599.351
1,/Destination IPv4 Addresses,118.123.245.239,23,,,,0,0.00%,0.02,823736.256
1,/Destination IPv4 Addresses,118.89.56.172,23,,,,0,0.00%,0.03,1065006.92
1,/Destination IPv4 Addresses,119.192.239.192,23,,,,0,0.00%,0.04,1010121.348
1,/Destination IPv4 Addresses,119.29.196.18,23,,,,0,0.00%,0.04,321670.724
1,/Destination IPv4 Addresses,121.142.117.107,23,,,,0,0.00%,0.04,1562615.553
1,/Destination IPv4 Addresses,122.224.127.67,23,,,,0,0.00%,0.03,1244399.283
1,/Destination IPv4 Addresses,123.173.94.61,23,,,,0,0.00%,0.02,1873523.46
1,/Destination IPv4 Addresses,123.207.13.247,23,,,,0,0.00%,0.03,265035.682
1,/Destination IPv4 Addresses,124.219.204.177,23,,,,0,0.00%,0.03,253487.241
1,/Destination IPv4 Addresses,125.117.251.174,23,,,,0,0.00%,0.02,1230525.641
1,/Destination IPv4 Addresses,176.126.252.11,23,,,,0,0.00%,0.02,1005856.917
1,/Destination IPv4 Addresses,180.211.162.102,23,,,,0,0.00%,0.03,1416157.55
1,/Destination IPv4 Addresses,183.157.172.202,23,,,,0,0.00%,0.02,1763054.748
1,/Destination IPv4 Addresses,183.157.173.73,23,,,,0,0.00%,0.02,1699357.909
1,/Destination IPv4 Addresses,2.177.101.75,23,,,,0,0.00%,0.02,267617.569
1,/Destination IPv4 Addresses,200.159.154.22,23,,,,0,0.00%,0.04,2459604.746
1,/Destination IPv4 Addresses,203.134.195.11,23,,,,0,0.00%,0.05,493852.077
1,/Destination IPv4 Addresses,210.100.170.93,23,,,,0,0.00%,0.04,1427062.029
1,/Destination IPv4 Addresses,213.151.249.186,23,,,,0,0.00%,0.02,389168.095
1,/Destination IPv4 Addresses,222.82.243.4,23,,,,0,0.00%,0.02,1728649.198
1,/Destination IPv4 Addresses,27.155.93.45,23,,,,0,0.00%,0.02,635803.964
1,/Destination IPv4 Addresses,41.93.40.75,23,,,,0,0.00%,0.03,295207.542
1,/Destination IPv4 Addresses,42.62.73.107,23,,,,0,0.00%,0.02,521354.072
1,/Destination IPv4 Addresses,58.215.171.226,23,,,,0,0.00%,0.04,866212.708
1,/Destination IPv4 Addresses,59.60.228.31,23,,,,0,0.00%,0.02,1943280.205
1,/Destination IPv4 Addresses,59.7.148.49,23,,,,0,0.00%,0.04,901266.179
1,/Destination IPv4 Addresses,71.70.167.192,23,,,,0,0.00%,0.04,1243663.08
1,/Destination IPv4 Addresses,78.224.195.41,23,,,,0,0.00%,0.04,901829.355
1,/Destination IPv4 Addresses,79.55.23.172,23,,,,0,0.00%,0.04,410414.537
1,/Destination IPv4 Addresses,80.220.83.168,23,,,,0,0.00%,0.04,422466.245
1,/Destination IPv4 Addresses,84.194.49.158,23,,,,0,0.00%,0.04,786649.938
1,/Destination IPv4 Addresses,85.225.137.228,23,,,,0,0.00%,0.03,1333015.317
1,/Destination IPv4 Addresses,93.140.37.14,23,,,,0,0.00%,0.04,2337508.963
1,/Destination IPv4 Addresses,94.72.4.189,23,,,,0,0.00%,0.04,2491245.134
1,/Destination IPv4 Addresses,95.235.90.200,23,,,,0,0.00%,0.02,1181935.773
1,/Destination IPv4 Addresses,106.57.160.205,22,,,,0,0.00%,0.02,112582.683
1,/Destination IPv4 Addresses,113.122.15.220,22,,,,0,0.00%,0.02,378092.66
1,/Destination IPv4 Addresses,113.15.44.98,22,,,,0,0.00%,0.03,86044.81
1,/Destination IPv4 Addresses,115.198.26.243,22,,,,0,0.00%,0.03,2087372.503
1,/Destination IPv4 Addresses,115.68.40.28,22,,,,0,0.00%,0.03,1076059.198
1,/Destination IPv4 Addresses,116.6.127.234,22,,,,0,0.00%,0.03,645089.941
1,/Destination IPv4 Addresses,117.78.40.139,22,,,,0,0.00%,0.03,1112114.057
1,/Destination IPv4 Addresses,118.85.194.26,22,,,,0,0.00%,0.02,2420783.967
1,/Destination IPv4 Addresses,118.89.238.120,22,,,,0,0.00%,0.03,330934.709
1,/Destination IPv4 Addresses,119.28.89.205,22,,,,0,0.00%,0.04,278670.662
1,/Destination IPv4 Addresses,119.29.222.44,22,,,,0,0.00%,0.03,745019.027
1,/Destination IPv4 Addresses,119.29.236.199,22,,,,0,0.00%,0.04,2195077.596
1,/Destination IPv4 Addresses,120.52.96.138,22,,,,0,0.00%,0.02,1151256.674
1,/Destination IPv4 Addresses,121.14.12.65,22,,,,0,0.00%,0.02,235455.865
1,/Destination IPv4 Addresses,122.225.105.40,22,,,,0,0.00%,0.03,241719.926
1,/Destination IPv4 Addresses,123.206.61.142,22,,,,0,0.00%,0.03,237853.494
1,/Destination IPv4 Addresses,123.206.99.141,22,,,,0,0.00%,0.02,1115750.736
1,/Destination IPv4 Addresses,123.207.234.56,22,,,,0,0.00%,0.04,1504936.328
1,/Destination IPv4 Addresses,123.207.8.74,22,,,,0,0.00%,0.03,175434.722
1,/Destination IPv4 Addresses,123.71.225.155,22,,,,0,0.00%,0.02,1138812.431
1,/Destination IPv4 Addresses,125.66.246.56,22,,,,0,0.00%,0.02,398191.928
1,/Destination IPv4 Addresses,128.199.100.64,22,,,,0,0.00%,0.05,3268.849
1,/Destination IPv4 Addresses,140.143.95.135,22,,,,0,0.00%,0.02,2209127.871
1,/Destination IPv4 Addresses,149.202.59.38,22,,,,0,0.00%,0.03,1909383.711
1,/Destination IPv4 Addresses,151.80.122.64,22,,,,0,0.00%,0.03,754483.365
1,/Destination IPv4 Addresses,152.169.202.193,22,,,,0,0.00%,0.02,954112.694
1,/Destination IPv4 Addresses,171.98.3.186,22,,,,0,0.00%,0.04,959816.728
1,/Destination IPv4 Addresses,180.76.165.244,22,,,,0,0.00%,0.03,831618.92
1,/Destination IPv4 Addresses,182.100.67.129,22,,,,0,0.00%,0.01,42733.608
1,/Destination IPv4 Addresses,182.48.194.102,22,,,,0,0.00%,0.02,2146774.61
1,/Destination IPv4 Addresses,182.93.154.78,22,,,,0,0.00%,0.03,1949484.293
1,/Destination IPv4 Addresses,183.138.106.31,22,,,,0,0.00%,0.02,1841438.496
1,/Destination IPv4 Addresses,183.230.62.222,22,,,,0,0.00%,0.02,1706755.666
